"행정구역별","연령별","항목","단위","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"전국","계","전체","","46991171","47335678","47732558","48021543","48229948","48386823","48583805","48782274","48991779","49268928","49540367","49773145","50515666","50734284","50948272","51141463","51327916","51529338","51696216","51778544","51826059","51849861","51829023","51638809","51439038","51325329",
"전국","계","여자","","23397137","23571215","23770470","23919080","24029756","24116680","24220722","24326040","24434775","24577679","24717470","24843206","25205281","25327350","25444212","25553127","25658620","25771152","25868622","25922625","25959930","25985045","25987994","25892125","25802087","25759593",
"전국","계","남자","","23594034","23764463","23962088","24102463","24200192","24270143","24363083","24456234","24557004","24691249","24822897","24929939","25310385","25406934","25504060","25588336","25669296","25758186","25827594","25855919","25866129","25864816","25841029","25746684","25636951","25565736",
"전국","0세","전체","","607766","588010","608060","532700","470251","469270","451219","413858","424737","470258","444421","424529","448516","451579","464374","421465","419833","424563","393674","345786","317685","295132","265087","253946","244250","225958",
"전국","0세","여자","","289106","280415","289685","254560","224081","225049","216761","199424","204794","228180","215444","205773","216995","219625","225735","205288","204556","206788","192133","167648","154735","143638","129426","123789","119390","110251",
"전국","0세","남자","","318660","307595","318375","278140","246170","244221","234458","214434","219943","242078","228977","218756","231521","231954","238639","216177","215277","217775","201541","178138","162950","151494","135661","130157","124860","115707",
"전국","1세","전체","","671158","638899","618444","637932","557596","492091","490783","471088","433122","446103","491498","464282","443963","470224","472275","486655","438778","437994","441720","409814","361625","330970","304651","274633","264788","253595",
"전국","1세","여자","","322436","304060","295212","303934","267031","234613","235672","226630","208745","215275","238671","225211","215268","227578","229798","236709","213813","213442","215207","200001","175407","161155","148129","134077","129051","123906",
"전국","1세","남자","","348722","334839","323232","333998","290565","257478","255111","244458","224377","230828","252827","239071","228695","242646","242477","249946","224965","224552","226513","209813","186218","169815","156522","140556","135737","129689",
"전국","2세","전체","","686229","672557","640444","619315","638559","558093","493125","491757","471970","433946","446884","492482","465564","445437","470956","474098","488030","439989","439207","442943","411225","362900","331606","306120","277529","266619",
"전국","2세","여자","","324400","323077","304886","295666","304281","267257","235185","236196","227073","209163","215710","239180","225894","216010","228068","230670","237508","214448","214108","215880","200800","176064","161481","148901","135546","129947",
"전국","2세","남자","","361829","349480","335558","323649","334278","290836","257940","255561","244897","224783","231174","253302","239670","229427","242888","243428","250522","225541","225099","227063","210425","186836","170125","157219","141983","136672",
"전국","3세","전체","","709382","687069","673589","640716","619744","638482","558553","493820","492427","472617","434320","447432","493452","466807","446256","472047","474932","488716","440530","439700","443586","412018","363250","332157","307975","279134",
"전국","3세","여자","","332917","324890","323560","305054","295960","304291","267494","235619","236578","227441","209384","216005","239646","226503","216409","228617","231126","237848","214777","214432","216257","201206","176294","161795","149827","136351",
"전국","3세","남자","","376465","362179","350029","335662","323784","334191","291059","258201","255849","245176","224936","231427","253806","240304","229847","243430","243806","250868","225753","225268","227329","210812","186956","170362","158148","142783",
"전국","4세","전체","","716143","710221","687471","673714","640894","620038","639050","559076","494287","492842","472935","434700","448200","494388","467432","447055","472731","475519","489140","440872","440123","444102","412429","363613","333048","309282",
"전국","4세","여자","","333258","333267","325148","323768","305160","296049","304639","267834","235847","236795","227632","209567","216355","240090","226823","216824","228975","231448","238093","214974","214665","216519","201440","176482","162222","150484",
"전국","4세","남자","","382885","376954","362323","349946","335734","323989","334411","291242","258440","256047","245303","225133","231845","254298","240609","230231","243756","244071","251047","225898","225458","227583","210989","187131","170826","158798",
"전국","5세","전체","","713230","716847","711135","688057","673758","640643","620183","639478","559423","494527","492914","473112","435281","448774","494810","467935","447531","473120","475817","489401","441105","440483","444367","412739","364198","333705",
"전국","5세","여자","","331681","333656","333801","325421","323801","305111","296163","304827","268010","236012","236839","227721","209845","216641","240288","227076","217071","229184","231602","238238","215130","214851","216644","201607","176770","162550",
"전국","5세","남자","","381549","383191","377334","362636","349957","335532","324020","334651","291413","258515","256075","245391","225436","232133","254522","240859","230460","243936","244215","251163","225975","225632","227723","211132","187428","171155",
"전국","6세","전체","","729241","714354","718080","711496","688504","673822","641385","620535","639775","559670","494660","493040","473718","435724","449057","495221","468321","447817","473401","476061","489604","441362","440710","444555","413162","364740",
"전국","6세","여자","","342231","332240","334322","334101","325687","323893","305510","296393","305011","268100","236129","236888","228020","210034","216784","240510","227276","217215","229342","231731","238379","215272","214974","216746","201826","177040",
"전국","6세","남자","","387010","382114","383758","377395","362817","349929","335875","324142","334764","291570","258531","256152","245698","225690","232273","254711","241045","230602","244059","244330","251225","226090","225736","227809","211336","187700",
"전국","7세","전체","","707547","729999","715126","718029","711597","688306","673988","641464","620666","639800","559549","494611","493551","473970","435863","449321","495536","468546","448049","473580","476168","489772","441560","440866","444843","413535",
"전국","7세","여자","","334249","342688","332691","334267","334102","325619","323979","305565","296483","305049","268050","236139","237139","228154","210100","216932","240672","227408","217355","229442","231835","238461","215399","215072","216922","202011",
"전국","7세","남자","","373298","387311","382435","383762","377495","362687","350009","335899","324183","334751","291499","258472","256412","245816","225763","232389","254864","241138","230694","244138","244333","251311","226161","225794","227921","211524",
"전국","8세","전체","","644055","707154","729723","714271","717392","710791","687792","673535","641047","620368","639584","559360","495212","493658","474009","436031","449510","495761","468712","448183","473690","476358","489936","441672","441044","445099",
"전국","8세","여자","","299036","334040","342553","332269","334032","333722","325406","323805","305367","296362","304992","267948","236431","237221","228170","210182","217035","240798","227490","217414","229523","231936","238565","215456","215170","217070",
"전국","8세","남자","","345019","373114","387170","382002","383360","377069","362386","349730","335680","324006","334592","291412","258781","256437","245839","225849","232475","254963","241222","230769","244167","244422","251371","226216","225874","228029",
"전국","9세","전체","","634314","643542","706252","728893","713730","716469","710249","687167","673118","640683","620098","639421","560067","495288","493679","474106","436172","449663","495918","468858","448251","473817","476474","490049","441805","441225",
"전국","9세","여자","","300966","298813","333624","342214","332042","333566","333481","325104","323640","305213","296224","304945","268354","236498","237213","228237","210262","217128","240899","227589","217474","229597","232006","238627","215539","215272",
"전국","9세","남자","","333348","344729","372628","386679","381688","382903","376768","362063","349478","335470","323874","334476","291713","258790","256466","245869","225910","232535","255019","241269","230777","244220","244468","251422","226266","225953",
"전국","10세","전체","","628050","633784","642945","705775","728082","712802","715970","709821","686826","672700","640447","619828","640166","560042","495216","493745","474187","436313","449851","496041","468897","448401","473919","476536","490147","441952",
"전국","10세","여자","","295976","300712","298616","333471","341806","331648","333370","333308","324980","323445","305133","296125","305321","268353","236481","237252","228287","210346","217234","240973","227657","217570","229653","232040","238682","215618",
"전국","10세","남자","","332074","333072","344329","372304","386276","381154","382600","376513","361846","349255","335314","323703","334845","291689","258735","256493","245900","225967","232617","255068","241240","230831","244266","244496","251465","226334",
"전국","11세","전체","","619493","627494","633634","642421","705289","727161","712309","715509","709394","686488","672419","640111","620740","640027","559908","495256","493804","474284","436439","449954","496074","469014","448450","473997","476573","490229",
"전국","11세","여자","","298059","295690","300567","298333","333220","341409","331436","333226","333113","324826","323328","305006","296617","305291","268304","236512","237294","228355","210419","217298","241025","227731","217609","229691","232084","238741",
"전국","11세","남자","","321434","331804","333067","344088","372069","385752","380873","382283","376281","361662","349091","335105","324123","334736","291604","258744","256510","245929","226020","232656","255049","241283","230841","244306","244489","251488",
"전국","12세","전체","","629317","619124","627095","632747","641836","704366","726975","711848","715220","709145","686232","672065","641207","620650","639852","559931","495268","493916","474372","436496","449936","496146","469087","448481","473924","476570",
"전국","12세","여자","","298643","297947","295637","300180","298059","332854","341311","331241","333096","333058","324712","323168","305523","296587","305205","268339","236549","237351","228417","210456","217329","241076","227784","217627","229670","232108",
"전국","12세","남자","","330674","321177","331458","332567","343777","371512","385664","380607","382124","376087","361520","348897","335684","324063","334647","291592","258719","256565","245955","226040","232607","255070","241303","230854","244254","244462",
"전국","13세","전체","","654521","628451","618507","626413","631991","640732","703609","726053","711250","714676","708751","685780","673228","640950","620407","639858","559938","495316","493970","474366","436420","449979","496175","469101","448369","473894",
"전국","13세","여자","","314031","298226","297512","295241","299832","297581","332438","340952","330989","332822","332883","324545","323760","305443","296496","305229","268363","236599","237397","228435","210461","217385","241118","227802","217580","229698",
"전국","13세","남자","","340490","330225","320995","331172","332159","343151","371171","385101","380261","381854","375868","361235","349468","335507","323911","334629","291575","258717","256573","245931","225959","232594","255057","241299","230789","244196",
"전국","14세","전체","","663793","653662","628297","617640","625685","631031","640225","702940","725583","710852","714275","708234","687104","672862","640593","620395","639828","559996","495347","493910","474221","436418","449958","496081","468939","448324",
"전국","14세","여자","","319934","313612","298360","297215","294922","299436","297401","332307","340744","330849","332645","332660","325217","323604","305320","296515","305247","268405","236625","237397","228437","210495","217409","241116","227755","217600",
"전국","14세","남자","","343859","340050","329937","320425","330763","331595","342824","370633","384839","380003","381630","375574","361887","349258","335273","323880","334581","291591","258722","256513","245784","225923","232549","254965","241184","230724",
"전국","15세","전체","","751522","663450","653365","627311","617015","624857","630620","639612","702376","725166","710578","713804","709686","686666","672396","640464","620320","639869","560014","495262","493626","474123","436320","449838","495811","468773",
"전국","15세","여자","","363964","319728","313454","297731","296965","294515","299205","297193","332003","340570","330742","332435","333396","325038","323386","305295","296521","305295","268452","236624","237366","228432","210497","217406","241047","227750",
"전국","15세","남자","","387558","343722","339911","329580","320050","330342","331415","342419","370373","384596","379836","381369","376290","361628","349010","335169","323799","334574","291562","258638","256260","245691","225823","232432","254764","241023",
"전국","16세","전체","","825846","750686","662752","652445","626408","615880","624067","629733","639025","701856","724687","709953","715362","709218","686179","672216","640283","620297","639783","559804","494894","493389","473931","436095","449473","495547",
"전국","16세","여자","","401309","363626","319463","313086","297385","296511","294204","298936","296926","331773","340405","330504","333303","333217","324844","323349","305252","296553","305316","268418","236591","237346","228417","210444","217288","241027",
"전국","16세","남자","","424537","387060","343289","339359","329023","319369","329863","330797","342099","370083","384282","379449","382059","376001","361335","348867","335031","323744","334467","291386","258303","256043","245514","225651","232185","254520",
"전국","17세","전체","","844529","824253","749750","661315","651533","625125","615057","623200","629092","638430","701323","723999","711438","714748","708614","685900","671839","640126","620107","639416","559205","494523","493036","473465","435582","449025",
"전국","17세","여자","","409490","400459","363272","318869","312696","296885","296226","293959","298697","296740","331607","340207","331419","333125","333005","324795","323254","305261","296546","305260","268354","236525","237302","228312","210324","217207",
"전국","17세","남자","","435039","423794","386478","342446","338837","328240","318831","329241","330395","341690","369716","383792","380019","381623","375609","361105","348585","334865","323561","334156","290851","257998","255734","245153","225258","231818",
"전국","18세","전체","","840797","843386","823609","748555","660637","650027","624508","614345","622525","628574","637985","700521","725597","710814","713978","708247","685501","671503","639836","619744","638581","558704","494044","492266","472622","435025",
"전국","18세","여자","","408471","409059","400209","362694","318606","311869","296664","296022","293717","298598","296673","331402","341179","331233","332903","332946","324771","323260","305303","296572","305199","268310","236486","237176","228149","210277",
"전국","18세","남자","","432326","434327","423400","385861","342031","338158","327844","318323","328808","329976","341312","369119","384418","379581","381075","375301","360730","348243","334533","323172","333382","290394","257558","255090","244473","224748",
"전국","19세","전체","","831341","839948","842680","822416","747541","659368","649747","623916","613755","622184","628225","637355","702347","725148","710136","713703","707936","685469","671319","639432","619299","638313","558416","493456","491756","472121",
"전국","19세","여자","","408286","408264","409005","399830","362332","318048","312059","296506","295827","293675","298540","296450","332414","341023","331003","332880","332881","324852","323320","305301","296536","305177","268288","236353","237018","228095",
"전국","19세","남자","","423055","431684","433675","422586","385209","341320","337688","327410","317928","328509","329685","340905","369933","384125","379133","380823","375055","360617","347999","334131","322763","333136","290128","257103","254738","244026",
"전국","20세","전체","","725566","830459","839672","841603","821620","746531","658808","649129","623355","613322","621920","627736","639373","702062","724591","709873","713451","707868","685246","670955","639161","619035","638108","557948","492919","491415",
"전국","20세","여자","","347289","408117","408396","408522","399394","362035","317922","311926","296338","295711","293668","298378","297560","332348","340825","330975","332843","332927","324864","323260","305259","296459","305142","268075","236142","236954",
"전국","20세","남자","","378277","422342","431276","433081","422226","384496","340886","337203","327017","317611","328252","329358","341813","369714","383766","378898","380608","374941","360382","347695","333902","322576","332966","289873","256777","254461",
"전국","21세","전체","","784505","724708","829600","838177","840384","819708","745721","658223","648688","623069","613160","621682","630124","639208","701604","724415","709683","713497","707800","685001","670613","638851","618752","637555","557252","492547",
"전국","21세","여자","","387227","347090","407777","407781","407870","398455","361588","317756","311792","296204","295749","293661","299672","297551","332219","340818","330956","332977","332967","324858","323142","305173","296374","304890","267771","236025",
"전국","21세","남자","","397278","377618","421823","430396","432514","421253","384133","340467","336896","326865","317411","328021","330452","341657","369385","383597","378727","380520","374833","360143","347471","333678","322378","332665","289481","256522",
"전국","22세","전체","","768113","783733","724712","828823","837211","838881","819340","745253","658107","648450","622919","613089","624322","630058","638824","701573","724403","709734","713499","707489","684673","670285","638595","618217","636829","556848",
"전국","22세","여자","","372174","386833","347277","407477","407158","407331","398345","361444","317678","311649","296213","295874","295214","299815","297581","332415","340984","331112","333085","332965","324799","323095","305121","296180","304647","267696",
"전국","22세","남자","","395939","396900","377435","421346","430053","431550","420995","383809","340429","336801","326706","317215","329108","330243","341243","369158","383419","378622","380414","374524","359874","347190","333474","322037","332182","289152",
"전국","23세","전체","","797107","767301","783044","723175","827596","835274","838085","818882","745038","657674","648375","623087","615893","624560","629880","639047","701661","724581","709775","713246","707318","684354","670075","638093","617553","636473",
"전국","23세","여자","","392129","372080","386729","346615","407015","406264","406844","398263","361382","317545","311774","296617","297614","295712","300034","298032","332723","341263","331360","333191","333074","324789","323101","304992","296024","304701",
"전국","23세","남자","","404978","395221","396315","376560","420581","429010","431241","420619","383656","340129","336601","326470","318279","328848","329846","341015","368938","383318","378415","380055","374244","359565","346974","333101","321529","331772",
"전국","24세","전체","","867536","796364","766729","781797","721923","825421","834629","837831","818758","744695","657761","648432","626189","616427","624641","630294","639299","701903","724741","709736","713137","707120","684146","669509","637288","617157",
"전국","24세","여자","","421473","392021","372090","386404","346163","406038","406070","407006","398385","361348","317868","312157","298554","298366","296204","300642","298483","333102","341658","331672","333462","333254","324902","323010","304885","296075",
"전국","24세","남자","","446063","404343","394639","395393","375760","419383","428559","430825","420373","383347","339893","336275","327635","318061","328437","329652","340816","368801","383083","378064","379675","373866","359244","346499","332403","321082",
"전국","25세","전체","","904075","866728","795801","765445","780381","719824","824911","834456","837574","818725","744785","657945","651938","626728","616444","625006","630475","639594","702099","724578","709738","712882","706819","683379","668523","636857",
"전국","25세","여자","","446829","421410","391978","371618","385986","345501","406011","406283","406984","398574","361604","318334","314265","299418","298850","296845","301037","298932","333567","342000","332084","333658","333404","324795","322820","304947",
"전국","25세","남자","","457246","445318","403823","393827","394395","374323","418900","428173","430590","420151","383181","339611","337673","327310","317594","328161","329438","340662","368532","382578","377654","379224","373415","358584","345703","331910",
"전국","26세","전체","","906210","903299","866006","794330","764207","778331","719608","825021","834360","837509","819048","744950","661688","652349","626913","616877","625298","630813","640053","702166","724841","709730","712801","706235","682511","668222",
"전국","26세","여자","","438832","446745","421405","391651","371336","385349","345615","406308","406411","407160","398996","362025","320500","314932","299885","299495","297327","301464","299574","333940","342493","332383","333839","333331","324631","322914",
"전국","26세","남자","","467378","456554","444601","402679","392871","392982","373993","418713","427949","430349","420052","382925","341188","337417","327028","317382","327971","329349","340479","368226","382348","377347","378962","372904","357880","345308",
"전국","27세","전체","","956234","904753","902392","864490","792623","761662","777536","719555","824795","834183","837748","819093","749460","662028","652491","627363","617178","625667","631162","640303","702366","724896","709626","712085","705293","682210",
"전국","27세","여자","","464849","438269","446516","420961","391118","370541","385102","345812","406372","406579","407576","399436","364552","321085","315351","300494","299974","297762","301968","300084","334399","342857","332570","333672","333089","324714",
"전국","27세","남자","","491385","466484","455876","443529","401505","391121","392434","373743","418423","427604","430172","419657","384908","340943","337140","326869","317204","327905","329194","340219","367967","382039","377056","378413","372204","357496",
"전국","28세","전체","","932204","954889","904179","900579","862386","789867","760746","777577","719427","824889","834516","837687","824418","749595","662132","652794","627641","617519","626102","631234","640669","702371","724866","708889","711089","704975",
"전국","28세","여자","","454152","464420","438272","445919","420341","390177","370355","385344","345951","406650","407071","407886","402444","364960","321423","315824","300920","300408","298348","302302","300687","334695","343093","332422","333398","333162",
"전국","28세","남자","","478052","490469","465907","454660","442045","399690","390391","392233","373476","418239","427445","429801","421974","384635","340709","336970","326721","317111","327754","328932","339982","367676","381773","376467","377691","371813",
"전국","29세","전체","","938854","930672","953961","902416","898540","859134","788980","760617","777270","719509","825406","834561","843551","824401","749428","662287","652955","627872","617951","626259","631457","640832","702365","724013","707924","710782",
"전국","29세","여자","","461280","453560","464159","437681","445287","419173","389802","370303","385225","346085","407175","407385","410957","402800","365096","321783","316183","301288","300922","298736","302741","301066","334940","342874","332185","333460",
"전국","29세","남자","","477574","477112","489802","464735","453253","439961","399178","390314","392045","373424","418231","427176","432594","421601","384332","340504","336772","326584","317029","327523","328716","339766","367425","381139","375739","377322",
"전국","30세","전체","","942417","936836","929378","952261","900105","894964","857966","788809","760553","777421","720003","825299","840914","843356","824093","749526","662331","653196","628249","618127","626456","631550","640897","701535","722983","707687",
"전국","30세","여자","","464233","460423","453164","463609","436708","443796","418573","389752","370300","385365","346446","407424","410683","411088","402813","365426","322026","316535","301746","301330","299139","303057","301362","334702","342582","332309",
"전국","30세","남자","","478184","476413","476214","488652","463397","451168","439393","399057","390253","392056","373557","417875","430231","432268","421280","384100","340305","336661","326503","316797","327317","328493","339535","366833","380401","375378",
"전국","31세","전체","","878090","940276","936194","927425","949681","896689","893298","857425","788551","760455","777811","720171","831723","840585","842882","823955","749426","662511","653447","628300","618363","626485","631573","640224","700514","722762",
"전국","31세","여자","","438850","463437","460278","452598","462687","435416","443083","418379","389599","370339","385570","346766","410656","410703","410980","402963","365610","322325","316939","302013","301735","299390","303282","301230","334391","342722",
"전국","31세","남자","","439240","476839","475916","474827","486994","461273","450215","439046","398952","390116","392241","373405","421067","429882","431902","420992","383816","340186","336508","326287","316628","327095","328291","338994","366123","380040",
"전국","32세","전체","","832616","875956","939287","933898","924788","945758","894311","892652","856957","788523","760917","777609","726126","831265","839992","842670","823867","749469","662753","653497","628466","618427","626557","630872","639276","700189",
"전국","32세","여자","","392551","438158","463095","459542","451642","461186","434561","442823","418205","389629","370563","385630","349665","410629","410546","411123","403154","365815","322694","317228","302385","301993","299646","303134","300933","334409",
"전국","32세","남자","","440065","437798","476192","474356","473146","484572","459750","449829","438752","398894","390354","391979","376461","420636","429446","431547","420713","383654","340059","336269","326081","316434","326911","327738","338343","365780",
"전국","33세","전체","","869531","830252","874828","937088","931378","920790","943275","893694","892143","856758","788941","760861","784231","725701","830608","839693","842467","823872","749557","662636","653494","628407","618482","625794","629734","639083",
"전국","33세","여자","","427049","391759","437807","462425","458650","450084","460046","434329","442633","418068","389846","370674","388793","349614","410478","410628","411222","403392","366118","322833","317459","302566","302212","299445","302717","301068",
"전국","33세","남자","","442482","438493","437021","474663","472728","470706","483229","459365","449510","438690","399095","390187","395438","376087","420130","429065","431245","420480","383439","339803","336035","325841","316270","326349","327017","338015",
"전국","34세","전체","","853041","867010","829525","873032","934568","926917","918299","942170","893063","891889","857095","788690","767732","783547","725023","830278","839360","842339","823862","749385","662582","653361","628489","617636","624750","629531",
"전국","34세","여자","","413905","426061","391702","437154","461517","456904","449033","459638","434000","442499","418159","389848","373841","388574","349408","410509","410622","411348","403617","366205","323016","317568","302821","301943","299056","302790",
"전국","34세","남자","","439136","440949","437823","435878","473051","470013","469266","482532","459063","449390","438936","398842","393891","394973","375615","419769","428738","430991","420245","383180","339566","335793","325668","315693","325694","326741",
"전국","35세","전체","","812686","850864","866031","827560","870633","930323","924418","917194","940969","892953","892272","856801","796394","767010","782721","724684","829954","839281","842279","823495","749232","662430","653259","627431","616573","624565",
"전국","35세","여자","","390917","413155","425765","390895","436257","459848","455920","448527","459013","433973","442626","417982","393334","373624","388231","349429","410520","410802","411543","403625","366320","323122","317718","302395","301505","299148",
"전국","35세","남자","","421769","437709","440266","436665","434376","470475","468498","468667","481956","458980","449646","438819","403060","393386","394490","375255","419434","428479","430736","419870","382912","339308","335541","325036","315068","325417",
"전국","36세","전체","","905356","810170","849736","864288","824978","866605","927733","923471","916201","940872","893279","891987","865704","795534","766119","782219","724311","829802","839113","841840","823253","748919","662309","651979","626297","616305",
"전국","36세","여자","","435428","389977","412778","425178","390073","434510","458787","455481","448118","458963","434006","442532","421790","393039","373260","388178","349405","410621","410907","411499","403703","366333","323248","317180","301959","301528",
"전국","36세","남자","","469928","420193","436958","439110","434905","432095","468946","467990","468083","481909","459273","449455","443914","402495","392859","394041","374906","419181","428206","430341","419550","382586","339061","334799","324338","314777",
"전국","37세","전체","","944452","902735","809038","847837","861726","821302","864067","926391","922512","915840","941372","893080","901876","864737","794544","765654","781739","724134","829685","838693","841390","822868","748699","660870","650702","625939",
"전국","37세","여자","","463248","434433","389584","412087","424226","388633","433440","458223","455057","448024","459087","434008","446812","421473","392620","373164","388106","349494","410758","410867","411454","403697","366387","322583","316668","301935",
"전국","37세","남자","","481204","468302","419454","435750","437500","432669","430627","468168","467455","467816","482285","459072","455064","443264","401924","392490","393633","374640","418927","427826","429936","419171","382312","338287","334034","324004",
"전국","38세","전체","","954534","941474","901268","806999","845289","857597","818595","862797","925095","922063","916295","940983","903533","900728","863524","793938","765094","781486","724012","829177","838252","840885","822494","746777","659616","650357",
"전국","38세","여자","","470164","462013","433954","388829","411218","422560","387664","433066","457770","454835","448159","459014","438417","446421","420996","392471","373039","388128","349628","410642","410805","411337","403670","365496","322064","316655",
"전국","38세","남자","","484370","479461","467314","418170","434071","435037","430931","429731","467325","467228","468136","481969","465116","454307","442528","401467","392055","393358","374384","418535","427447","429548","418824","381281","337552","333702",
"전국","39세","전체","","885109","951143","939854","898437","804484","840929","854753","817173","861447","924630","922309","916052","952316","902323","899437","862797","793298","764876","781183","723499","828655","837692","840358","820317","745066","659130",
"전국","39세","여자","","434248","468696","461502","432989","388072","409554","421637","387117","432584","457779","454886","448157","463818","438011","445927","420827","392344","373110","388171","349539","410554","410671","411223","402616","364772","321993",
"전국","39세","남자","","450861","482447","478352","465448","416412","431375","433116","430056","428863","466851","467423","467895","488498","464312","453510","441970","400954","391766","393012","373960","418101","427021","429135","417701","380294","337137",
"전국","40세","전체","","810593","881691","949473","937136","895374","800308","838046","853318","816240","861022","925098","922017","927747","950931","900882","898484","862022","792924","764577","780568","722964","828035","837135","837928","818283","744342",
"전국","40세","여자","","392773","432986","468263","460655","432114","386484","408480","421064","386853","432530","457925","454858","452977","463357","437439","445665","420623","392381","373175","388047","349430","410393","410523","409981","401703","364550",
"전국","40세","남자","","417820","448705","481210","476481","463260","413824","429566","432254","429387","428492","467173","467159","474770","487574","463443","452819","441399","400543","391402","392521","373534","417642","426612","427947","416580","379792",
"전국","41세","전체","","806832","807416","879608","946586","933979","891063","797378","836553","851846","815748","861233","924924","934319","926338","949293","899902","897682","861482","792564","763958","779981","722387","827427","834576","835767","817482",
"전국","41세","여자","","390949","391744","432372","467331","459697","430525","385463","407982","420522","386711","432507","457959","460030","452509","462754","437190","445469","420579","392428","373025","387916","349307","410223","409252","409002","401420",
"전국","41세","남자","","415883","415672","447236","479255","474282","460538","411915","428571","431324","429037","428726","466965","474289","473829","486539","462712","452213","440903","400136","390933","392065","373080","417204","425324","426765","416062",
"전국","42세","전체","","730843","803464","805386","876993","943265","928967","887743","795749","834986","851653","816049","860771","937621","932738","924633","948188","898901","897141","860953","791817","763284","779215","721752","824976","832233","834841",
"전국","42세","여자","","356057","389764","391248","431647","466263","457949","429389","385002","407538","420614","386874","432485","463317","459535","451879","462474","436978","445448","420601","392233","372852","387668","349125","408966","408207","408655",
"전국","42세","남자","","374786","413700","414138","445346","477002","471018","458354","410747","427448","431039","429175","428286","474304","473203","472754","485714","461923","451693","440352","399584","390432","391547","372627","416010","424026","426186",
"전국","43세","전체","","758272","727346","801190","802335","873797","938199","925058","885793","794099","834512","851830","815731","872912","935911","930966","923443","947121","898285","896518","859972","790977","762470","778395","719423","822634","831109",
"전국","43세","여자","","375963","354965","389197","390359","430748","464505","456465","428835","384513","407421","420725","386953","437782","462789","458865","451630","462190","436984","445453","420327","391969","372589","387377","348009","407847","407797",
"전국","43세","남자","","382309","372381","411993","411976","443049","473694","468593","456958","409586","427091","431105","428778","435130","473122","472101","471813","484931","461301","451065","439645","399008","389881","391018","371414","414787","423312",
"전국","44세","전체","","648355","754729","725218","798169","799399","868629","934348","922940","884084","793489","834392","851335","827558","871204","933973","929667","922307","946354","897631","895428","858988","790085","761607","775928","717332","821485",
"전국","44세","여자","","314449","374860","354482","388309","389621","428798","463109","455775","428379","384438","407443","420724","391927","437200","462107","458505","451386","462127","436947","445127","420072","391667","372297","386132","347108","407411",
"전국","44세","남자","","333906","379869","370736","409860","409778","439831","471239","467165","455705","409051","426949","430611","435631","434004","471866","471162","470921","484227","460684","450301","438916","398418","389310","389796","370224","414074",
"전국","45세","전체","","562225","645064","752314","722420","794920","794819","865055","931886","920790","883457","793488","833840","863812","825847","869201","932439","928289","921494","945524","896361","894197","857823","789046","759008","773557","716196",
"전국","45세","여자","","277235","313544","374377","353675","387479","388025","427531","462459","455166","428304","384528","407532","426100","391418","436514","461691","458139","451289","462051","436578","444783","419705","391324","370981","385083","346720",
"전국","45세","남자","","284990","331520","377937","368745","407441","406794","437524","469427","465624","455153","408960","426308","437712","434429","432687","470748","470150","470205","483473","459783","449414","438118","397722","388027","388474","369476",
"전국","46세","전체","","624207","559569","642838","749444","719396","790444","791527","862952","930019","919818","883215","792980","846277","861891","823917","867657","931025","927372","920661","944179","895079","892843","856591","785980","756452","772241",
"전국","46세","여자","","306760","276442","313057","373594","352947","385936","386894","426966","461848","454952","428387","384685","412818","425541","390834","436069","461370","458052","451268","461714","436220","444374","419318","389814","369811","384572",
"전국","46세","남자","","317447","283127","329781","375850","366449","404508","404633","435986","468171","464866","454828","408295","433459","436350","433083","431588","469655","469320","469393","482465","458859","448469","437273","396166","386641","387669",
"전국","47세","전체","","457774","620731","557593","640463","746383","715205","786985","789526","860747","928893","919268","882640","805792","844225","859816","822249","866083","929758","926343","919109","942734","893588","891471","852896","783135","755064",
"전국","47세","여자","","224702","305768","276044","312440","372801","351411","384825","386298","426488","461725","454935","428511","390141","412248","424899","390425","435645","461192","457945","450833","461331","435777","443952","417516","388509","369281",
"전국","47세","남자","","233072","314963","281549","328023","373582","363794","402160","403228","434259","467168","464333","454129","415651","431977","434917","431824","430438","468566","468398","468276","481403","457811","447519","435380","394626","385783",
"전국","48세","전체","","490804","455658","618572","555056","637576","742079","712003","784731","787475","859453","928361","918129","896358","803780","841948","857982","820657","864888","928518","924665","917454","941096","892019","887828","849550","781606",
"전국","48세","여자","","240980","224266","305378","275367","311695","371373","350369","384230","385790","426348","461822","454794","434561","389615","411579","424419","390082","435463","461007","457484","450368","460871","435327","442284","416146","387936",
"전국","48세","남자","","249824","231392","313194","279689","325881","370706","361634","400501","401685","433105","466539","463335","461797","414165","430369","433563","430575","429425","467511","467181","467086","480225","456692","445544","433404","393670",
"전국","49세","전체","","498866","488076","453639","615932","552684","633844","738746","709753","782459","786036","858914","927128","931956","893818","801529","839950","856129","819295","863764","926695","922929","915688","939344","888249","884174","847768",
"전국","49세","여자","","245366","240191","223756","304695","274753","310545","370260","349879","383636","385519","426481","461830","461047","433882","388972","411125","423952","389866","435357","460532","457032","449901","460350","433609","440703","415542",
"전국","49세","남자","","253500","247885","229883","311237","277931","323299","368486","359874","398823","400517","432433","465298","470909","459936","412557","428825","432177","429429","428407","466163","465897","465787","478994","454640","443471","432226",
